EdFiEntity,EdFiEntityPath,EdFiElementName,EdFiElementType,EdFiRequired,EdFiElementDescription,EdFiEntityDescription,CEDSElementName,CEDSElementType,CEDSElementDefinition,CEDSGlobalId,CEDSMappingNotes,CEDSMappingConfidence,CEDSDWTable,CEDSDWColumn,CEDSDWElementType,CEDSStagingTable,CEDSStagingColumn,CEDSStagingElementType,CEDSOntologyClassURI,CEDSOntologyClassLabel,CEDSOntologyConceptSchemeURI,CEDSOntologyConceptSchemeLabel,CEDSOntologyPropertyURI,CEDSOntologyPropertyLabel,CEDSOntologyPropertyNotation,CEDSOntologyPropertyRangeIncludes
Candidate (TPDM),BirthData.BirthDate,BirthDate,Date,1,"The month, day, and year on which an individual was born.",A candidate is both a person enrolled in a educator preparation program and a candidate to become an educator.,Birthdate,YYYY-MM-DD,"The year, month and day on which a person was born.",000033,,Yes,DimPeople,BirthDate,date,,,,http://ceds.ed.gov/terms#C200376,Data Collection,,,http://ceds.ed.gov/terms#P000033,Birthdate,Birthdate,http://www.w3.org/2001/XMLSchema#date
Candidate (TPDM),BirthData.DateEnteredUS,DateEnteredUS,Date,0,"For students born outside of the U.S., the date the student entered the U.S.",A candidate is both a person enrolled in a educator preparation program and a candidate to become an educator.,Not in CEDS,,,000000,,Not in CEDS,,,,,,,,,,,,,,
Candidate (TPDM),Name.PersonalIdentificationDocument.DocumentExpirationDate,DocumentExpirationDate,Date,0,"The day when the document expires, if null then never expires.",A candidate is both a person enrolled in a educator preparation program and a candidate to become an educator.,Not in CEDS,,,000000,,Not in CEDS,,,,,,,,,,,,,,
CandidateEducatorPreparationProgramAssociation (TPDM),BeginDate,BeginDate,Date,1,"The begin date for the association. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",Information about the association between the Teacher Candidate and the EducatorPreparationProgram,Program Participation Start Date,YYYY-MM-DD,"The year, month and day on which the person began to participate in a program.",000590,,Yes,,,,,,,http://ceds.ed.gov/terms#C200257,Membership,,,http://ceds.ed.gov/terms#P000590,Program Participation Start Date,ProgramParticipationStartDate,http://www.w3.org/2001/XMLSchema#dateTime
CandidateEducatorPreparationProgramAssociation (TPDM),DegreeSpecialization.BeginDate,BeginDate,Date,1,"The month, day, and year on which the Teacher Candidate first declared specialization. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",Information about the association between the Teacher Candidate and the EducatorPreparationProgram,Program Participation Start Date,YYYY-MM-DD,"The year, month and day on which the person began to participate in a program.",000590,"Could also be Enrollment Entry Date, unless it is an actual program different from enrollmend in Postsecondary working toward a degree",Maybe,,,,,,,http://ceds.ed.gov/terms#C200257,Membership,,,http://ceds.ed.gov/terms#P000590,Program Participation Start Date,ProgramParticipationStartDate,http://www.w3.org/2001/XMLSchema#dateTime
CandidateEducatorPreparationProgramAssociation (TPDM),DegreeSpecialization.EndDate,EndDate,Date,0,"The month, day, and year on which the Teacher Candidate exited the declared specialization. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",Information about the association between the Teacher Candidate and the EducatorPreparationProgram,Program Participation Exit Date,YYYY-MM-DD,"The year, month and day on which the person ceased to participate in a program.",000591,"Could also be Enrollment Exit Date, unless it is an actual program different from enrollmend in Postsecondary working toward a degree",Maybe,,,,,,,http://ceds.ed.gov/terms#C200257,Membership,,,http://ceds.ed.gov/terms#P000591,Program Participation Exit Date,ProgramParticipationExitDate,http://www.w3.org/2001/XMLSchema#dateTime
CandidateEducatorPreparationProgramAssociation (TPDM),EndDate,EndDate,Date,0,"The end date for the association. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",Information about the association between the Teacher Candidate and the EducatorPreparationProgram,Program Participation Exit Date,YYYY-MM-DD,"The year, month and day on which the person ceased to participate in a program.",000591,,Yes,,,,,,,http://ceds.ed.gov/terms#C200257,Membership,,,http://ceds.ed.gov/terms#P000591,Program Participation Exit Date,ProgramParticipationExitDate,http://www.w3.org/2001/XMLSchema#dateTime
CommunityOrganization,EducationOrganization.Address.Period.BeginDate,BeginDate,Date,1,"The month, day, and year for the start of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This entity represents an administrative unit at the state level which exists primarily to operate local community providers.,Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
CommunityOrganization,EducationOrganization.Address.Period.EndDate,EndDate,Date,0,"The month, day, and year for the end of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This entity represents an administrative unit at the state level which exists primarily to operate local community providers.,Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
CommunityOrganization,EducationOrganization.EducationOrganizationIndicator.Period.BeginDate,BeginDate,Date,1,"The month, day, and year for the start of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This entity represents an administrative unit at the state level which exists primarily to operate local community providers.,Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
CommunityOrganization,EducationOrganization.EducationOrganizationIndicator.Period.EndDate,EndDate,Date,0,"The month, day, and year for the end of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This entity represents an administrative unit at the state level which exists primarily to operate local community providers.,Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
CommunityOrganization,EducationOrganization.InternationalAddress.BeginDate,BeginDate,Date,0,"The first date the address is valid. For physical addresses, the date the individual moved to that address. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This entity represents an administrative unit at the state level which exists primarily to operate local community providers.,Record Start Date Time,YYYY-MM-DDTHH:MM:SS,"The start date and, optionally, time that a record is active as used to support version control.",001917,,Yes,,,,,,,http://ceds.ed.gov/terms#C000000,Base CEDS Resource,,,http://ceds.ed.gov/terms#P001917,Record Start Date Time,RecordStartDateTime,http://www.w3.org/2001/XMLSchema#dateTime
CommunityOrganization,EducationOrganization.InternationalAddress.EndDate,EndDate,Date,0,"The last date the address is valid. For physical addresses, the date the individual moved from that address. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This entity represents an administrative unit at the state level which exists primarily to operate local community providers.,Record End Date Time,YYYY-MM-DDTHH:MM:SS,"The end date and, optionally, time that a record is active as used to support version control.",001918,,Yes,,,,,,,,,,,,,,
CommunityProvider,EducationOrganization.Address.Period.BeginDate,BeginDate,Date,1,"The month, day, and year for the start of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This entity represents an educational organization that includes staff and students who participate in classes and educational activity groups.,Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
CommunityProvider,EducationOrganization.Address.Period.EndDate,EndDate,Date,0,"The month, day, and year for the end of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This entity represents an educational organization that includes staff and students who participate in classes and educational activity groups.,Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
CommunityProvider,EducationOrganization.EducationOrganizationIndicator.Period.BeginDate,BeginDate,Date,1,"The month, day, and year for the start of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This entity represents an educational organization that includes staff and students who participate in classes and educational activity groups.,Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
CommunityProvider,EducationOrganization.EducationOrganizationIndicator.Period.EndDate,EndDate,Date,0,"The month, day, and year for the end of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This entity represents an educational organization that includes staff and students who participate in classes and educational activity groups.,Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
CommunityProvider,EducationOrganization.InternationalAddress.BeginDate,BeginDate,Date,0,"The first date the address is valid. For physical addresses, the date the individual moved to that address. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This entity represents an educational organization that includes staff and students who participate in classes and educational activity groups.,Record Start Date Time,YYYY-MM-DDTHH:MM:SS,"The start date and, optionally, time that a record is active as used to support version control.",001917,,Yes,,,,,,,http://ceds.ed.gov/terms#C000000,Base CEDS Resource,,,http://ceds.ed.gov/terms#P001917,Record Start Date Time,RecordStartDateTime,http://www.w3.org/2001/XMLSchema#dateTime
CommunityProvider,EducationOrganization.InternationalAddress.EndDate,EndDate,Date,0,"The last date the address is valid. For physical addresses, the date the individual moved from that address. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This entity represents an educational organization that includes staff and students who participate in classes and educational activity groups.,Record End Date Time,YYYY-MM-DDTHH:MM:SS,"The end date and, optionally, time that a record is active as used to support version control.",001918,,Yes,,,,,,,,,,,,,,
CommunityProviderLicense,License.LicenseEffectiveDate,LicenseEffectiveDate,Date,1,"The month, day, and year on which a license is active or becomes effective. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",The legal document held by the community provider that authorizes the holder to perform certain functions and or services.,Credential Award Start Date,YYYY-MM-DD,"The date on which the qualification, achievement, personal or organizational quality, or aspect of an identity was conferred.",001163,How does this differ from LicenseIssueDate?,Yes,,,,,,,http://ceds.ed.gov/terms#C200079,Credential Award,,,http://ceds.ed.gov/terms#P001163,Credential Award Start Date,CredentialAwardStartDate,http://www.w3.org/2001/XMLSchema#date
CommunityProviderLicense,License.LicenseExpirationDate,LicenseExpirationDate,Date,0,"The month, day, and year on which a license will expire. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",The legal document held by the community provider that authorizes the holder to perform certain functions and or services.,Credential Expiration Date,YYYY-MM-DD,"The year, month and day on which an active credential held by a person will expire.",000069,,Yes,,,,,,,http://ceds.ed.gov/terms#C200280,Person Credential,,,http://ceds.ed.gov/terms#P000069,Credential Expiration Date,CredentialExpirationDate,http://www.w3.org/2001/XMLSchema#date
CommunityProviderLicense,License.LicenseIssueDate,LicenseIssueDate,Date,0,"The month, day, and year on which an active license was issued.",The legal document held by the community provider that authorizes the holder to perform certain functions and or services.,Credential Award Start Date,YYYY-MM-DD,"The date on which the qualification, achievement, personal or organizational quality, or aspect of an identity was conferred.",001163,How does this differ from LicenseEffectiveDate,Yes,,,,,,,http://ceds.ed.gov/terms#C200079,Credential Award,,,http://ceds.ed.gov/terms#P001163,Credential Award Start Date,CredentialAwardStartDate,http://www.w3.org/2001/XMLSchema#date
Contact,Address.Period.BeginDate,BeginDate,Date,1,"The month, day, and year for the start of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.","This entity represents a contact of a student, such as a parent, guardian or caretaker.",Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
Contact,Address.Period.EndDate,EndDate,Date,0,"The month, day, and year for the end of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.","This entity represents a contact of a student, such as a parent, guardian or caretaker.",Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
Contact,InternationalAddress.BeginDate,BeginDate,Date,0,"The first date the address is valid. For physical addresses, the date the individual moved to that address. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.","This entity represents a contact of a student, such as a parent, guardian or caretaker.",Record Start Date Time,YYYY-MM-DDTHH:MM:SS,"The start date and, optionally, time that a record is active as used to support version control.",001917,,Yes,,,,,,,http://ceds.ed.gov/terms#C000000,Base CEDS Resource,,,http://ceds.ed.gov/terms#P001917,Record Start Date Time,RecordStartDateTime,http://www.w3.org/2001/XMLSchema#dateTime
Contact,InternationalAddress.EndDate,EndDate,Date,0,"The last date the address is valid. For physical addresses, the date the individual moved from that address. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.","This entity represents a contact of a student, such as a parent, guardian or caretaker.",Record End Date Time,YYYY-MM-DDTHH:MM:SS,"The end date and, optionally, time that a record is active as used to support version control.",001918,,Yes,,,,,,,,,,,,,,
Contact,Name.PersonalIdentificationDocument.DocumentExpirationDate,DocumentExpirationDate,Date,0,"The day when the document expires, if null then never expires.","This entity represents a contact of a student, such as a parent, guardian or caretaker.",Not in CEDS,,,000000,,Not in CEDS,,,,,,,,,,,,,,
Course,DateCourseAdopted,DateCourseAdopted,Date,0,Date the course was adopted by the education agency.,This educational entity represents the organization of subject matter and related learning experiences provided for the instruction of students on a regular or systematic basis.,Course Begin Date,YYYY-MM-DD,"The year, month and day an instance of a course officially began.",000054,,Yes,,,,,,,http://ceds.ed.gov/terms#C200245,Organization Calendar Session,,,http://ceds.ed.gov/terms#P000054,Course Begin Date,CourseBeginDate,http://www.w3.org/2001/XMLSchema#date
CourseTranscript,PartialCourseTranscriptAwards.AwardDate,AwardDate,Date,1,The date the partial credits and/or grades were awarded or earned.,This entity is the final record of a student's performance in their courses at the end of a semester or school year.,Not in CEDS,,,000000,We do not have the date the actual grades were awarded unless we look into credentials which seems not quite right,Not in CEDS,,,,,,,,,,,,,,
Credential,CredentialStatusDate (from TPDM),CredentialStatusDate (from TPDM),Date,0,"The month, day, and year on which the credential status was effective.",The legal document giving authorization to perform teaching assignment services.,Credential Award Start Date,YYYY-MM-DD,"The date on which the qualification, achievement, personal or organizational quality, or aspect of an identity was conferred.",001163,How does this differ from EffectiveDate and IssuanceDate?,Yes,,,,,,,http://ceds.ed.gov/terms#C200079,Credential Award,,,http://ceds.ed.gov/terms#P001163,Credential Award Start Date,CredentialAwardStartDate,http://www.w3.org/2001/XMLSchema#date
Credential,EffectiveDate,EffectiveDate,Date,0,"The year, month and day on which an active credential held by an individual was issued. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",The legal document giving authorization to perform teaching assignment services.,Credential Award Start Date,YYYY-MM-DD,"The date on which the qualification, achievement, personal or organizational quality, or aspect of an identity was conferred.",001163,How does this differ from IssuanceDate?,Yes,,,,,,,http://ceds.ed.gov/terms#C200079,Credential Award,,,http://ceds.ed.gov/terms#P001163,Credential Award Start Date,CredentialAwardStartDate,http://www.w3.org/2001/XMLSchema#date
Credential,ExpirationDate,ExpirationDate,Date,0,"The month, day, and year on which an active credential held by an individual will expire. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",The legal document giving authorization to perform teaching assignment services.,Credential Expiration Date,YYYY-MM-DD,"The year, month and day on which an active credential held by a person will expire.",000069,,Yes,,,,,,,http://ceds.ed.gov/terms#C200280,Person Credential,,,http://ceds.ed.gov/terms#P000069,Credential Expiration Date,CredentialExpirationDate,http://www.w3.org/2001/XMLSchema#date
Credential,IssuanceDate,IssuanceDate,Date,1,"The month, day, and year on which an active credential was issued to an individual.",The legal document giving authorization to perform teaching assignment services.,Credential Award Start Date,YYYY-MM-DD,"The date on which the qualification, achievement, personal or organizational quality, or aspect of an identity was conferred.",001163,How does this differ from EffectiveDate?,Yes,,,,,,,http://ceds.ed.gov/terms#C200079,Credential Award,,,http://ceds.ed.gov/terms#P001163,Credential Award Start Date,CredentialAwardStartDate,http://www.w3.org/2001/XMLSchema#date
CrisisEvent,CrisisEndDate,CrisisEndDate,Date,0,"The date on which the crisis ceased to affect the student. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",A natural or man-made event that causes the disruption of school-level activities and the temporary or permanent displacement of students.,Crisis End Date,YYYY-MM-DD,The date on which the crisis ceased to affect the agency.,001552,,Yes,,,,,,,http://ceds.ed.gov/terms#C200242,Organization Calendar Crisis,,,http://ceds.ed.gov/terms#P001552,Crisis End Date,CrisisEndDate,http://www.w3.org/2001/XMLSchema#date
CrisisEvent,CrisisStartDate,CrisisStartDate,Date,0,"The year, month and day on which the crisis affected the student. This date may not be the same as the date the crisis occurred if evacuation orders are implemented in anticipation of a crisis. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",A natural or man-made event that causes the disruption of school-level activities and the temporary or permanent displacement of students.,Crisis Start Date,YYYY-MM-DD,"The year, month and day on which the crisis affected the agency. This date may not be the same as the date the crisis occurred if evacuation orders are implemented in anticipation of a crisis.",000614,,Yes,,,,,,,http://ceds.ed.gov/terms#C200242,Organization Calendar Crisis,,,http://ceds.ed.gov/terms#P000614,Crisis Start Date,CrisisStartDate,http://www.w3.org/2001/XMLSchema#date
DisciplineAction,DisciplineDate,DisciplineDate,Date,1,The date of the discipline action.,This event entity represents actions taken by an education organization after a disruptive event that is recorded as a discipline incident.,Disciplinary Action Start Date,YYYY-MM-DD,"The year, month and day on which a discipline action begins.",000083,,Yes,,,,,,,http://ceds.ed.gov/terms#C200215,K12 Student Discipline,,,http://ceds.ed.gov/terms#P000083,Disciplinary Action Start Date,DisciplinaryActionStartDate,http://www.w3.org/2001/XMLSchema#date
DisciplineIncident,IncidentDate,IncidentDate,Date,1,"The month, day, and year on which the discipline incident occurred.","This event entity represents an occurrence of an infraction ranging from a minor behavioral problem that disrupts the orderly functioning of a school or classroom (such as tardiness) to a criminal act that results in the involvement of a law enforcement official (such as robbery). A single event (e.g., a fight) is one incident regardless of how many perpetrators or victims are involved. Discipline incidents are events classified as warranting discipline action.",Incident Date,YYYY-MM-DD,"The year, month and day on which the incident occurred.",000502,,Yes,,,,,,,http://ceds.ed.gov/terms#C200154,Incident,,,http://ceds.ed.gov/terms#P000502,Incident Date,IncidentDate,http://www.w3.org/2001/XMLSchema#date
EducationContent,LearningResourceChoice.LearningResource.PublicationDateChoice.PublicationDate,PublicationDate,Date,1,The date on which this content was first published.,"This entity represents materials for students or teachers that can be used for teaching, learning, research, and more. Education content includes full courses, course materials, modules, intervention descriptions, textbooks, streaming videos, tests, software, and any other tools, materials, or techniques used to support access to knowledge.",Learning Resource Date Created,YYYY-MM-DD,The date on which the resource was created.,000916,,Yes,,,,,,,http://ceds.ed.gov/terms#C200228,Learning Resource,,,http://ceds.ed.gov/terms#P000916,Learning Resource Date Created,LearningResourceDateCreated,http://www.w3.org/2001/XMLSchema#date
EducationOrganization,Address.Period.BeginDate,BeginDate,Date,1,"The month, day, and year for the start of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.","This entity represents any public or private institution, organization, or agency that provides instructional or support services to students or staff at any level.",Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
EducationOrganization,Address.Period.EndDate,EndDate,Date,0,"The month, day, and year for the end of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.","This entity represents any public or private institution, organization, or agency that provides instructional or support services to students or staff at any level.",Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
EducationOrganization,EducationOrganizationIndicator.Period.BeginDate,BeginDate,Date,1,"The month, day, and year for the start of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.","This entity represents any public or private institution, organization, or agency that provides instructional or support services to students or staff at any level.",Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
EducationOrganization,EducationOrganizationIndicator.Period.EndDate,EndDate,Date,0,"The month, day, and year for the end of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.","This entity represents any public or private institution, organization, or agency that provides instructional or support services to students or staff at any level.",Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
EducationOrganization,InternationalAddress.BeginDate,BeginDate,Date,0,"The first date the address is valid. For physical addresses, the date the individual moved to that address. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.","This entity represents any public or private institution, organization, or agency that provides instructional or support services to students or staff at any level.",Record Start Date Time,YYYY-MM-DDTHH:MM:SS,"The start date and, optionally, time that a record is active as used to support version control.",001917,,Yes,,,,,,,http://ceds.ed.gov/terms#C000000,Base CEDS Resource,,,http://ceds.ed.gov/terms#P001917,Record Start Date Time,RecordStartDateTime,http://www.w3.org/2001/XMLSchema#dateTime
EducationOrganization,InternationalAddress.EndDate,EndDate,Date,0,"The last date the address is valid. For physical addresses, the date the individual moved from that address. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.","This entity represents any public or private institution, organization, or agency that provides instructional or support services to students or staff at any level.",Record End Date Time,YYYY-MM-DDTHH:MM:SS,"The end date and, optionally, time that a record is active as used to support version control.",001918,,Yes,,,,,,,,,,,,,,
EducationOrganizationInterventionPrescriptionAssociation,BeginDate,BeginDate,Date,0,"The begin date of the period during which the intervention prescription is available. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.","This association indicates interventions made available by an education organization. Often, a district-level education organization purchases a set of intervention prescriptions and makes them available to its schools for use on demand.",Individualized Program Service Plan Date,YYYY-MM-DD,"The year, month and day on which the status of the service plan for a child is established or significantly altered.",001236,Intervention in CEDS would be located in the Individualed Program model,Yes,,,,,,,http://ceds.ed.gov/terms#C200157,Individualized Program,,,http://ceds.ed.gov/terms#P001236,Individualized Program Service Plan Date,IndividualizedProgramServicePlanDate,http://www.w3.org/2001/XMLSchema#date
EducationOrganizationInterventionPrescriptionAssociation,EndDate,EndDate,Date,0,"The end date of the period during which the intervention prescription is available. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.","This association indicates interventions made available by an education organization. Often, a district-level education organization purchases a set of intervention prescriptions and makes them available to its schools for use on demand.",Individualized Program Service Plan End Date,YYYY-MM-DD,"The year, month and day on which the status of the service plan for a child effectively ends.",001683,Intervention in CEDS would be located in the Individualed Program model,Yes,,,,,,,http://ceds.ed.gov/terms#C200157,Individualized Program,,,http://ceds.ed.gov/terms#P001683,Individualized Program Service Plan End Date,IndividualizedProgramServicePlanEndDate,http://www.w3.org/2001/XMLSchema#date
EducationOrganizationNetwork,EducationOrganization.Address.Period.BeginDate,BeginDate,Date,1,"The month, day, and year for the start of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This entity is a self-organized membership network of peer-level education organizations intended to provide shared services or collective procurement.,Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
EducationOrganizationNetwork,EducationOrganization.Address.Period.EndDate,EndDate,Date,0,"The month, day, and year for the end of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This entity is a self-organized membership network of peer-level education organizations intended to provide shared services or collective procurement.,Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
EducationOrganizationNetwork,EducationOrganization.EducationOrganizationIndicator.Period.BeginDate,BeginDate,Date,1,"The month, day, and year for the start of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This entity is a self-organized membership network of peer-level education organizations intended to provide shared services or collective procurement.,Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
EducationOrganizationNetwork,EducationOrganization.EducationOrganizationIndicator.Period.EndDate,EndDate,Date,0,"The month, day, and year for the end of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This entity is a self-organized membership network of peer-level education organizations intended to provide shared services or collective procurement.,Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
EducationOrganizationNetwork,EducationOrganization.InternationalAddress.BeginDate,BeginDate,Date,0,"The first date the address is valid. For physical addresses, the date the individual moved to that address. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This entity is a self-organized membership network of peer-level education organizations intended to provide shared services or collective procurement.,Record Start Date Time,YYYY-MM-DDTHH:MM:SS,"The start date and, optionally, time that a record is active as used to support version control.",001917,,Yes,,,,,,,http://ceds.ed.gov/terms#C000000,Base CEDS Resource,,,http://ceds.ed.gov/terms#P001917,Record Start Date Time,RecordStartDateTime,http://www.w3.org/2001/XMLSchema#dateTime
EducationOrganizationNetwork,EducationOrganization.InternationalAddress.EndDate,EndDate,Date,0,"The last date the address is valid. For physical addresses, the date the individual moved from that address. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This entity is a self-organized membership network of peer-level education organizations intended to provide shared services or collective procurement.,Record End Date Time,YYYY-MM-DDTHH:MM:SS,"The end date and, optionally, time that a record is active as used to support version control.",001918,,Yes,,,,,,,,,,,,,,
EducationOrganizationNetworkAssociation,BeginDate,BeginDate,Date,0,"The date on which the education organization joined this network. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",Properties of the association between the education organization and its network(s).,Not in CEDS,,,000000,"Education Organization Network is an Organization Type in CEDS. Organization Relationship Type would describe the relationship, but when it begins/ends is not in CEDS. This could be added",Not in CEDS,,,,,,,,,,,,,,
