AccountingPeriods: Table 1
Name	Mandatory	Characteristics	Type	Description	XPath	CEDS ID	Format
FullName		O	normalizedString	A free text field for the complete name.	/LearningResources/LearningResource/Evaluations/Evaluation/Name/FullName		
Name	*	M	normalizedString	"Name of learning resource component within the resource, i.e. ""Chapter 1, Section 4."	/LearningResources/LearningResource/Components/Component/Name		
Reference	*	M	string	"Description of where ResourceComponent is located within resource or in general, i.e. ""Section 4, pages 32-38,"" or URL string, or whatever locator is appropriate for media."	/LearningResources/LearningResource/Components/Component/Reference		
Description		O	string	"Description of ResourceComponent, i.e. ""Discover how changing the scale of a map can either increase or decrease the level of detail you see."""	/LearningResources/LearningResource/Components/Component/Description		
Strategy		OR	LearningResourceComponentStrategyType	Teaching/learning strategy used in the learning resource. One per element.	/LearningResources/LearningResource/Components/Component/Strategies/Strategy		
@SIF_RefObject	*	M	ObjectNameType	Attribute that identifies the type of SIF object being referenced.	/LearningResources/LearningResource/Components/Component/AssociatedObjects/AssociatedObject/@SIF_RefObject		
AssociatedObject			string		/LearningResources/LearningResource/Components/Component/AssociatedObjects/AssociatedObject		
LearningStandardItemRefId		OR	IdRefType	Link to associated LearningStandardItem object.	/LearningResources/LearningResource/LearningStandards/LearningStandardItemRefId		
LearningResourcePackageRefId		O	IdRefType	"        Reference to a LearningResourcePackage, a transport envelope for teaching and learning object files.      "	/LearningResources/LearningResource/LearningResourcePackageRefId		
Type	*	M	normalizedString	" This element is designed to contain the time period attached to an object. Very long periods (school year, quarter, etc.) and very small periods (second, millisecond, etc.) can be defined. This element provides a scoping description of the time metadata enclosed. "	/LearningResources/LearningResource/SIF_Metadata/TimeElements/TimeElement/Type		
Code	*	M	token	" This element provides a place for the application to send structured data (code values, unique identifier, timestamps). This code value can, depending upon the use case agreement between agents, be used to qualify the data in the "	/LearningResources/LearningResource/SIF_Metadata/TimeElements/TimeElement/Code		
Name	*	M	normalizedString	 Contains a human-readable description of the value in 	/LearningResources/LearningResource/SIF_Metadata/TimeElements/TimeElement/Name		
Value	*	M	normalizedString	Contains the human-readable value.	/LearningResources/LearningResource/SIF_Metadata/TimeElements/TimeElement/Value		
StartDateTime		O	dateTime		/LearningResources/LearningResource/SIF_Metadata/TimeElements/TimeElement/StartDateTime		
EndDateTime		O	dateTime		/LearningResources/LearningResource/SIF_Metadata/TimeElements/TimeElement/EndDateTime		
Type	*	M	normalizedString		/LearningResources/LearningResource/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Type		
Code	*	M	token		/LearningResources/LearningResource/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Code		
Name	*	M	normalizedString		/LearningResources/LearningResource/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Name		
Value	*	M	normalizedString		/LearningResources/LearningResource/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Value		
StartDateTime		O	dateTime		/LearningResources/LearningResource/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/StartDateTime		
EndDateTime		O	dateTime		/LearningResources/LearningResource/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/EndDateTime		
IsCurrent	*	M	boolean	 This element allows for the system to tag an object as being explicitly current. Although the baseline assumption in SIF is that objects are always current (default value is typically 	/LearningResources/LearningResource/SIF_Metadata/TimeElements/TimeElement/IsCurrent		
DateTime	*	M	dateTime		/LearningResources/LearningResource/SIF_Metadata/LifeCycle/Created/DateTime		
Name	*	M	normalizedString	" Human-readable name of the data's creator. If the object contains system-generated data, the name should identify the creating service or application. "	/LearningResources/LearningResource/SIF_Metadata/LifeCycle/Created/Creators/Creator/Name		
ID	*	M	normalizedString	Unique identifier of the creator.  An email address or URI could be used here.	/LearningResources/LearningResource/SIF_Metadata/LifeCycle/Created/Creators/Creator/ID		
By	*	M	normalizedString	Identifier of the system or person that modified the data.	/LearningResources/LearningResource/SIF_Metadata/LifeCycle/ModificationHistory/Modified/By		
DateTime	*	M	dateTime	The date/time the modification occurred.	/LearningResources/LearningResource/SIF_Metadata/LifeCycle/ModificationHistory/Modified/DateTime	000534	
Description		O	string	Human readable description of the data modifications.	/LearningResources/LearningResource/SIF_Metadata/LifeCycle/ModificationHistory/Modified/Description		
Type	*	M	normalizedString	" This element is designed to contain the time period attached to an object. Very long periods (school year, quarter, etc.) and very small periods (second, millisecond, etc.) can be defined. This element provides a scoping description of the time metadata enclosed. "	/LearningResources/LearningResource/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Type		
Code	*	M	token	" This element provides a place for the application to send structured data (code values, unique identifier, timestamps). This code value can, depending upon the use case agreement between agents, be used to qualify the data in the "	/LearningResources/LearningResource/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Code		
Name	*	M	normalizedString	 Contains a human-readable description of the value in 	/LearningResources/LearningResource/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Name		
Value	*	M	normalizedString	Contains the human-readable value.	/LearningResources/LearningResource/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Value		
StartDateTime		O	dateTime		/LearningResources/LearningResource/SIF_Metadata/LifeCycle/TimeElements/TimeElement/StartDateTime		
EndDateTime		O	dateTime		/LearningResources/LearningResource/SIF_Metadata/LifeCycle/TimeElements/TimeElement/EndDateTime		
Type	*	M	normalizedString		/LearningResources/LearningResource/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Type		
Code	*	M	token		/LearningResources/LearningResource/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Code		
Name	*	M	normalizedString		/LearningResources/LearningResource/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Name		
Value	*	M	normalizedString		/LearningResources/LearningResource/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Value		
StartDateTime		O	dateTime		/LearningResources/LearningResource/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/StartDateTime		
EndDateTime		O	dateTime		/LearningResources/LearningResource/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/EndDateTime		
IsCurrent	*	M	boolean	 This element allows for the system to tag an object as being explicitly current. Although the baseline assumption in SIF is that objects are always current (default value is typically 	/LearningResources/LearningResource/SIF_Metadata/LifeCycle/TimeElements/TimeElement/IsCurrent		
Cost		O	boolean		/LearningResources/LearningResource/SIF_Metadata/RightsElements/RightsElement/Cost	000505	
UseType	*	M	string	" A description of the fee structure for this resource. Some resources may be licensed differently depending upon their context. For example, a content provider might charge one fee structure for resources used in the classroom and a separate fee for those resources available to parents from home. "	/LearningResources/LearningResource/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/UseType		
MeteringType	*	M	token		/LearningResources/LearningResource/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/MeteringType		
MeteringURL		O	anyURI		/LearningResources/LearningResource/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/MeteringURL		
@Currency		O	token	"Currency code.  Where omitted, defaults to implementation-defined local currency, typically "	/LearningResources/LearningResource/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge/@Currency		
@CurrencyCodeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningResources/LearningResource/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge/@CurrencyCodeset		
PerUseCharge		O	MonetaryAmountType		/LearningResources/LearningResource/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge		
CopyrightStatement		O	string		/LearningResources/LearningResource/SIF_Metadata/RightsElements/RightsElement/CopyrightStatement		
TermsOfUse		O	string		/LearningResources/LearningResource/SIF_Metadata/RightsElements/RightsElement/TermsOfUse		
MediaType	*	MR	token		/LearningResources/LearningResource/SIF_Metadata/EducationFilter/MediaTypes/MediaType		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningResources/LearningResource/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/Code/@Codeset		
Code	*	M	string	Code representing the grade level.	/LearningResources/LearningResource/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/Code	000100	"IT, PR, PK, TK, KG, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, PS, UG, AE, Other"
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/LearningResources/LearningResource/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/LearningResources/LearningResource/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/OtherCodeList/OtherCode		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningResources/LearningResource/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/Code/@Codeset		
Code	*	M	string	"The subject area code (i.e., the first two digits of the course classification code)."	/LearningResources/LearningResource/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/Code	000702	
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/LearningResources/LearningResource/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/LearningResources/LearningResource/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/OtherCodeList/OtherCode		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningResources/LearningResource/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/Code/@Codeset		
Code	*	M	string	Code representing the grade level.	/LearningResources/LearningResource/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/Code	000100	"IT, PR, PK, TK, KG, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, PS, UG, AE, Other"
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/LearningResources/LearningResource/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/LearningResources/LearningResource/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/OtherCodeList/OtherCode		
LearningStandardItemRefId	*	MR	IdRefType		/LearningResources/LearningResource/SIF_Metadata/EducationFilter/LearningStandardItems/LearningStandardItemRefId		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningResources/LearningResource/SIF_Metadata/EducationFilter/BloomsTaxonomyLevels/BloomsTaxonomyLevel/@Codeset		
BloomsTaxonomyLevel		OR	string		/LearningResources/LearningResource/SIF_Metadata/EducationFilter/BloomsTaxonomyLevels/BloomsTaxonomyLevel		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningResources/LearningResource/SIF_Metadata/EducationFilter/MultipleIntelligences/MultipleIntelligence/@Codeset		
MultipleIntelligence		OR	string		/LearningResources/LearningResource/SIF_Metadata/EducationFilter/MultipleIntelligences/MultipleIntelligence		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningResources/LearningResource/SIF_Metadata/EducationFilter/InstructionalStrategies/InstructionalStrategy/@Codeset		
InstructionalStrategy		OR	string		/LearningResources/LearningResource/SIF_Metadata/EducationFilter/InstructionalStrategies/InstructionalStrategy		
Title		O	normalizedString	The title of the content.	/LearningResources/LearningResource/SIF_Metadata/EducationFilter/Title		
Summary		O	string	A summary of the content.	/LearningResources/LearningResource/SIF_Metadata/EducationFilter/Summary		
LearningObjective	*	MR	string		/LearningResources/LearningResource/SIF_Metadata/EducationFilter/LearningObjectives/LearningObjective		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningResources/LearningResource/SIF_Metadata/EducationFilter/ResourceTypes/ResourceType/@Codeset		
ResourceType	*	MR	string		/LearningResources/LearningResource/SIF_Metadata/EducationFilter/ResourceTypes/ResourceType		
@Name	*	M	normalizedString	"The name of the extended element. As it is possible that names for extended elements may collide from agent to agent, it is recommended that the names of extended elements be configurable in an agent, or that agents use URIs for the names of extended elements."	/LearningResources/LearningResource/SIF_ExtendedElements/SIF_ExtendedElement/@Name		
@SIF_Action		O	string	" In a Change event, this flag can be used to indicate an element has been deleted from the parent list container.  At a minimum the key for the list must also be present. "	/LearningResources/LearningResource/SIF_ExtendedElements/SIF_ExtendedElement/@SIF_Action		Delete
SIF_ExtendedElement		OR	SIF_ExtendedElementType	"A name/value pair, the name being contained in the Name attribute, the value being the element content."	/LearningResources/LearningResource/SIF_ExtendedElements/SIF_ExtendedElement		

LearningStandardAssociations: Table 1
Name	Mandatory	Characteristics	Type	Description	XPath	CEDS ID	Format
@RefId	*	M	RefIdType	The Id (GUID) that uniquely identifies this LearningStandardAssociation.	/LearningStandardAssociations/LearningStandardAssociation/@RefId		
RefURI		O	anyURI	A URI that establishes uniqueness.	/LearningStandardAssociations/LearningStandardAssociation/RefURI		
@ObjectType	*	M	string	Declares whether the this RefId references a LearningStandardItem or a LearningStandardDocument	/LearningStandardAssociations/LearningStandardAssociation/LearningStandardRefId/@ObjectType		"LearningStandardItem, LearningStandardDocument"
LearningStandardRefId	*		string		/LearningStandardAssociations/LearningStandardAssociation/LearningStandardRefId		
@ObjectType	*	M	token	The Target Object name referenced.	/LearningStandardAssociations/LearningStandardAssociation/TargetObjects/TargetObject/@ObjectType		
@ObjectTypeCodeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningStandardAssociations/LearningStandardAssociation/TargetObjects/TargetObject/@ObjectTypeCodeset		
SIF_RefId	*	M	IdRefType	The RefId for the LearningResource or AssessmentItem	/LearningStandardAssociations/LearningStandardAssociation/TargetObjects/TargetObject/SIF_RefId		
AssociationStrength		O	decimal	A number greater than 0 and less than or equal to 1. This indicates the strength of the association between the one or more Learning Standards and this target object.  	/LearningStandardAssociations/LearningStandardAssociation/TargetObjects/TargetObject/AssociationStrength		
AssociationType		O	token	"The type of relationship or cardinality being modeled, e.g., predecessor, prerequisite, unidirectional, nondirectional, is a component of, etc. "	/LearningStandardAssociations/LearningStandardAssociation/TargetObjects/TargetObject/AssociationType		
StartDate	*	M	date	Start date of the learning standard association.	/LearningStandardAssociations/LearningStandardAssociation/StartDate		
EndDate		O	date	End date of the learning standard association.	/LearningStandardAssociations/LearningStandardAssociation/EndDate		
AuthoritativeSource	*	M	normalizedString	Body or organization creating this association.	/LearningStandardAssociations/LearningStandardAssociation/AuthoritativeSource		
@Type		O	token	The object type of the object representing the Creator.	/LearningStandardAssociations/LearningStandardAssociation/Creator/@Type		
@TypeCodeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningStandardAssociations/LearningStandardAssociation/Creator/@TypeCodeset		
@SIF_RefId		O	IdRefType	RefId of SIF object representing the creator if such exists.	/LearningStandardAssociations/LearningStandardAssociation/Creator/@SIF_RefId		
Creator	*	M	TypedCreatorType	Name of the Creator of the relationship.	/LearningStandardAssociations/LearningStandardAssociation/Creator		
CreationDate		O	date	Creation date of the relationship.	/LearningStandardAssociations/LearningStandardAssociation/CreationDate		
Type	*	M	normalizedString	" This element is designed to contain the time period attached to an object. Very long periods (school year, quarter, etc.) and very small periods (second, millisecond, etc.) can be defined. This element provides a scoping description of the time metadata enclosed. "	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/TimeElements/TimeElement/Type		
Code	*	M	token	" This element provides a place for the application to send structured data (code values, unique identifier, timestamps). This code value can, depending upon the use case agreement between agents, be used to qualify the data in the "	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/TimeElements/TimeElement/Code		
Name	*	M	normalizedString	 Contains a human-readable description of the value in 	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/TimeElements/TimeElement/Name		
Value	*	M	normalizedString	Contains the human-readable value.	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/TimeElements/TimeElement/Value		
StartDateTime		O	dateTime		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/TimeElements/TimeElement/StartDateTime		
EndDateTime		O	dateTime		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/TimeElements/TimeElement/EndDateTime		
Type	*	M	normalizedString		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Type		
Code	*	M	token		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Code		
Name	*	M	normalizedString		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Name		
Value	*	M	normalizedString		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Value		
StartDateTime		O	dateTime		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/StartDateTime		
EndDateTime		O	dateTime		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/EndDateTime		
IsCurrent	*	M	boolean	 This element allows for the system to tag an object as being explicitly current. Although the baseline assumption in SIF is that objects are always current (default value is typically 	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/TimeElements/TimeElement/IsCurrent		
DateTime	*	M	dateTime		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/LifeCycle/Created/DateTime		
Name	*	M	normalizedString	" Human-readable name of the data's creator. If the object contains system-generated data, the name should identify the creating service or application. "	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/LifeCycle/Created/Creators/Creator/Name		
ID	*	M	normalizedString	Unique identifier of the creator.  An email address or URI could be used here.	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/LifeCycle/Created/Creators/Creator/ID		
By	*	M	normalizedString	Identifier of the system or person that modified the data.	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/LifeCycle/ModificationHistory/Modified/By		
DateTime	*	M	dateTime	The date/time the modification occurred.	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/LifeCycle/ModificationHistory/Modified/DateTime	000534	
Description		O	string	Human readable description of the data modifications.	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/LifeCycle/ModificationHistory/Modified/Description		
Type	*	M	normalizedString	" This element is designed to contain the time period attached to an object. Very long periods (school year, quarter, etc.) and very small periods (second, millisecond, etc.) can be defined. This element provides a scoping description of the time metadata enclosed. "	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Type		
Code	*	M	token	" This element provides a place for the application to send structured data (code values, unique identifier, timestamps). This code value can, depending upon the use case agreement between agents, be used to qualify the data in the "	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Code		
Name	*	M	normalizedString	 Contains a human-readable description of the value in 	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Name		
Value	*	M	normalizedString	Contains the human-readable value.	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Value		
StartDateTime		O	dateTime		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/LifeCycle/TimeElements/TimeElement/StartDateTime		
EndDateTime		O	dateTime		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/LifeCycle/TimeElements/TimeElement/EndDateTime		
Type	*	M	normalizedString		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Type		
Code	*	M	token		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Code		
Name	*	M	normalizedString		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Name		
Value	*	M	normalizedString		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Value		
StartDateTime		O	dateTime		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/StartDateTime		
EndDateTime		O	dateTime		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/EndDateTime		
IsCurrent	*	M	boolean	 This element allows for the system to tag an object as being explicitly current. Although the baseline assumption in SIF is that objects are always current (default value is typically 	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/LifeCycle/TimeElements/TimeElement/IsCurrent		
Cost		O	boolean		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/RightsElements/RightsElement/Cost	000505	
UseType	*	M	string	" A description of the fee structure for this resource. Some resources may be licensed differently depending upon their context. For example, a content provider might charge one fee structure for resources used in the classroom and a separate fee for those resources available to parents from home. "	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/UseType		
MeteringType	*	M	token		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/MeteringType		
MeteringURL		O	anyURI		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/MeteringURL		
@Currency		O	token	"Currency code.  Where omitted, defaults to implementation-defined local currency, typically "	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge/@Currency		
@CurrencyCodeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge/@CurrencyCodeset		
PerUseCharge		O	MonetaryAmountType		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge		
CopyrightStatement		O	string		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/RightsElements/RightsElement/CopyrightStatement		
TermsOfUse		O	string		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/RightsElements/RightsElement/TermsOfUse		
MediaType	*	MR	token		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/MediaTypes/MediaType		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/Code/@Codeset		
Code	*	M	string	Code representing the grade level.	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/Code	000100	"IT, PR, PK, TK, KG, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, PS, UG, AE, Other"
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/OtherCodeList/OtherCode		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/Code/@Codeset		
Code	*	M	string	"The subject area code (i.e., the first two digits of the course classification code)."	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/Code	000702	
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/OtherCodeList/OtherCode		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/Code/@Codeset		
Code	*	M	string	Code representing the grade level.	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/Code	000100	"IT, PR, PK, TK, KG, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, PS, UG, AE, Other"
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/OtherCodeList/OtherCode		
LearningStandardItemRefId	*	MR	IdRefType		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/LearningStandardItems/LearningStandardItemRefId		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/BloomsTaxonomyLevels/BloomsTaxonomyLevel/@Codeset		
BloomsTaxonomyLevel		OR	string		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/BloomsTaxonomyLevels/BloomsTaxonomyLevel		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/MultipleIntelligences/MultipleIntelligence/@Codeset		
MultipleIntelligence		OR	string		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/MultipleIntelligences/MultipleIntelligence		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/InstructionalStrategies/InstructionalStrategy/@Codeset		
InstructionalStrategy		OR	string		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/InstructionalStrategies/InstructionalStrategy		
Title		O	normalizedString	The title of the content.	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/Title		
Summary		O	string	A summary of the content.	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/Summary		
LearningObjective	*	MR	string		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/LearningObjectives/LearningObjective		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/ResourceTypes/ResourceType/@Codeset		
ResourceType	*	MR	string		/LearningStandardAssociations/LearningStandardAssociation/SIF_Metadata/EducationFilter/ResourceTypes/ResourceType		
@Name	*	M	normalizedString	"The name of the extended element. As it is possible that names for extended elements may collide from agent to agent, it is recommended that the names of extended elements be configurable in an agent, or that agents use URIs for the names of extended elements."	/LearningStandardAssociations/LearningStandardAssociation/SIF_ExtendedElements/SIF_ExtendedElement/@Name		
