AccountingPeriods: Table 1
Name	Mandatory	Characteristics	Type	Description	XPath	CEDS ID	Format
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/ActivityProviders/ActivityProvider/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/ActivityProviders/ActivityProvider/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/OtherCodeList/OtherCode		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/ActivityProviders/ActivityProvider/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/Code/@Codeset		
Code	*	M	string	Code representing the grade level.	/ActivityProviders/ActivityProvider/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/Code	000100	"IT, PR, PK, TK, KG, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, PS, UG, AE, Other"
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/ActivityProviders/ActivityProvider/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/ActivityProviders/ActivityProvider/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/OtherCodeList/OtherCode		
LearningStandardItemRefId	*	MR	IdRefType		/ActivityProviders/ActivityProvider/SIF_Metadata/EducationFilter/LearningStandardItems/LearningStandardItemRefId		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/ActivityProviders/ActivityProvider/SIF_Metadata/EducationFilter/BloomsTaxonomyLevels/BloomsTaxonomyLevel/@Codeset		
BloomsTaxonomyLevel		OR	string		/ActivityProviders/ActivityProvider/SIF_Metadata/EducationFilter/BloomsTaxonomyLevels/BloomsTaxonomyLevel		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/ActivityProviders/ActivityProvider/SIF_Metadata/EducationFilter/MultipleIntelligences/MultipleIntelligence/@Codeset		
MultipleIntelligence		OR	string		/ActivityProviders/ActivityProvider/SIF_Metadata/EducationFilter/MultipleIntelligences/MultipleIntelligence		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/ActivityProviders/ActivityProvider/SIF_Metadata/EducationFilter/InstructionalStrategies/InstructionalStrategy/@Codeset		
InstructionalStrategy		OR	string		/ActivityProviders/ActivityProvider/SIF_Metadata/EducationFilter/InstructionalStrategies/InstructionalStrategy		
Title		O	normalizedString	The title of the content.	/ActivityProviders/ActivityProvider/SIF_Metadata/EducationFilter/Title		
Summary		O	string	A summary of the content.	/ActivityProviders/ActivityProvider/SIF_Metadata/EducationFilter/Summary		
LearningObjective	*	MR	string		/ActivityProviders/ActivityProvider/SIF_Metadata/EducationFilter/LearningObjectives/LearningObjective		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/ActivityProviders/ActivityProvider/SIF_Metadata/EducationFilter/ResourceTypes/ResourceType/@Codeset		
ResourceType	*	MR	string		/ActivityProviders/ActivityProvider/SIF_Metadata/EducationFilter/ResourceTypes/ResourceType		
@Name	*	M	normalizedString	"The name of the extended element. As it is possible that names for extended elements may collide from agent to agent, it is recommended that the names of extended elements be configurable in an agent, or that agents use URIs for the names of extended elements."	/ActivityProviders/ActivityProvider/SIF_ExtendedElements/SIF_ExtendedElement/@Name		
@SIF_Action		O	string	" In a Change event, this flag can be used to indicate an element has been deleted from the parent list container.  At a minimum the key for the list must also be present. "	/ActivityProviders/ActivityProvider/SIF_ExtendedElements/SIF_ExtendedElement/@SIF_Action		Delete
SIF_ExtendedElement		OR	SIF_ExtendedElementType	"A name/value pair, the name being contained in the Name attribute, the value being the element content."	/ActivityProviders/ActivityProvider/SIF_ExtendedElements/SIF_ExtendedElement		

Activitys: Table 1
Name	Mandatory	Characteristics	Type	Description	XPath	CEDS ID	Format
@RefId	*	M	RefIdType		/Activitys/Activity/@RefId		
Title		O	normalizedString	Descriptive name of the activity.	/Activitys/Activity/Title		
Preamble		O	string	Description and context for the activity.	/Activitys/Activity/Preamble		
TechnicalRequirement	*	MR	string	"an operating system, network, or other technical requirement."	/Activitys/Activity/TechnicalRequirements/TechnicalRequirement		
SoftwareTitle	*	M	string	"This is the title of the specific software.  This does not include the vendor.  For example, Flash not Adobe."	/Activitys/Activity/SoftwareRequirementList/SoftwareRequirement/SoftwareTitle		
Version		O	string	This includes the version of the specific software.	/Activitys/Activity/SoftwareRequirementList/SoftwareRequirement/Version		
Vendor		O	string	"This is the vendor of the specific software.  For example, Adobe."	/Activitys/Activity/SoftwareRequirementList/SoftwareRequirement/Vendor		
OS		O	string	"This is the operating system and version.  For example, Macintosh OS X 1.4."	/Activitys/Activity/SoftwareRequirementList/SoftwareRequirement/OS		
EssentialMaterial		OR	string	Essential material required to engage in this activity or assignment.	/Activitys/Activity/EssentialMaterials/EssentialMaterial		
LearningObjective		OR	string	Description of an educational objective of the activity or assignment.	/Activitys/Activity/LearningObjectives/LearningObjective		
LearningStandardItemRefId		OR	IdRefType	Link to associated LearningStandardItem object.	/Activitys/Activity/LearningStandards/LearningStandardItemRefId		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/Activitys/Activity/SubjectArea/Code/@Codeset		
Code	*	M	string	"The subject area code (i.e., the first two digits of the course classification code)."	/Activitys/Activity/SubjectArea/Code	000702	
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/Activitys/Activity/SubjectArea/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/Activitys/Activity/SubjectArea/OtherCodeList/OtherCode		
Prerequisite		OR	string	Skill or competency the student must have to engage in activity or assignment.	/Activitys/Activity/Prerequisites/Prerequisite		
StudentPersonalRefId		OR	IdRefType	Link to a student.	/Activitys/Activity/Students/StudentPersonalRefId		
@SIF_RefObject	*	M	token	The type of learning object the source object is.	/Activitys/Activity/SourceObjects/SourceObject/@SIF_RefObject		
@SIF_RefObjectCodeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/Activitys/Activity/SourceObjects/SourceObject/@SIF_RefObjectCodeset		
SourceObject		OR	SourceObjectType	GUID assigned to the source object.	/Activitys/Activity/SourceObjects/SourceObject		
Points		O	unsignedInt	Number of possible points for an activity.	/Activitys/Activity/Points		
CreationDate	*	M	date	Creation date of the activity.	/Activitys/Activity/ActivityTime/CreationDate		
@Units	*	M	token	Unit of time of the Duration value.	/Activitys/Activity/ActivityTime/Duration/@Units		
@UnitsCodeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/Activitys/Activity/ActivityTime/Duration/@UnitsCodeset		
Duration		O	DurationType	Time required to complete the activity.	/Activitys/Activity/ActivityTime/Duration		
StartDate		O	date	Date activity is started.	/Activitys/Activity/ActivityTime/StartDate		
FinishDate		O	date	Date activity is finished.	/Activitys/Activity/ActivityTime/FinishDate		
DueDate		O	date	Date activity is due.	/Activitys/Activity/ActivityTime/DueDate		
AssessmentRefId		O	IdRefType	Link to the SIF Assessment object containing the evaluation information for this activity.	/Activitys/Activity/AssessmentRefId		
MaxAttemptsAllowed		O	unsignedInt	How many tries allowed.	/Activitys/Activity/MaxAttemptsAllowed		
ActivityWeight		O	decimal	The percentage weight of the activity during the particular course or term.	/Activitys/Activity/ActivityWeight		
@EvaluationType	*	M	token	"A qualifer for what type of evaluation this is. Valid values are ""Inline"" and ""RefId"". Inline values are contained in the optional Description element, RefIds are contained in the AssessmentRefId element."	/Activitys/Activity/Evaluation/@EvaluationType		
@EvaluationTypeCodeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/Activitys/Activity/Evaluation/@EvaluationTypeCodeset		
Description		O	string	A free text description of the evaluation to be used for this activity	/Activitys/Activity/Evaluation/Description		
LearningResourceRefId		OR	IdRefType	Link to an aligned LearningResource object.	/Activitys/Activity/LearningResources/LearningResourceRefId		
Type	*	M	normalizedString	" This element is designed to contain the time period attached to an object. Very long periods (school year, quarter, etc.) and very small periods (second, millisecond, etc.) can be defined. This element provides a scoping description of the time metadata enclosed. "	/Activitys/Activity/SIF_Metadata/TimeElements/TimeElement/Type		
Code	*	M	token	" This element provides a place for the application to send structured data (code values, unique identifier, timestamps). This code value can, depending upon the use case agreement between agents, be used to qualify the data in the "	/Activitys/Activity/SIF_Metadata/TimeElements/TimeElement/Code		
Name	*	M	normalizedString	 Contains a human-readable description of the value in 	/Activitys/Activity/SIF_Metadata/TimeElements/TimeElement/Name		
Value	*	M	normalizedString	Contains the human-readable value.	/Activitys/Activity/SIF_Metadata/TimeElements/TimeElement/Value		
StartDateTime		O	dateTime		/Activitys/Activity/SIF_Metadata/TimeElements/TimeElement/StartDateTime		
EndDateTime		O	dateTime		/Activitys/Activity/SIF_Metadata/TimeElements/TimeElement/EndDateTime		
Type	*	M	normalizedString		/Activitys/Activity/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Type		
Code	*	M	token		/Activitys/Activity/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Code		
Name	*	M	normalizedString		/Activitys/Activity/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Name		
Value	*	M	normalizedString		/Activitys/Activity/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Value		
StartDateTime		O	dateTime		/Activitys/Activity/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/StartDateTime		
EndDateTime		O	dateTime		/Activitys/Activity/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/EndDateTime		
IsCurrent	*	M	boolean	 This element allows for the system to tag an object as being explicitly current. Although the baseline assumption in SIF is that objects are always current (default value is typically 	/Activitys/Activity/SIF_Metadata/TimeElements/TimeElement/IsCurrent		
DateTime	*	M	dateTime		/Activitys/Activity/SIF_Metadata/LifeCycle/Created/DateTime		
Name	*	M	normalizedString	" Human-readable name of the data's creator. If the object contains system-generated data, the name should identify the creating service or application. "	/Activitys/Activity/SIF_Metadata/LifeCycle/Created/Creators/Creator/Name		
ID	*	M	normalizedString	Unique identifier of the creator.  An email address or URI could be used here.	/Activitys/Activity/SIF_Metadata/LifeCycle/Created/Creators/Creator/ID		
By	*	M	normalizedString	Identifier of the system or person that modified the data.	/Activitys/Activity/SIF_Metadata/LifeCycle/ModificationHistory/Modified/By		
DateTime	*	M	dateTime	The date/time the modification occurred.	/Activitys/Activity/SIF_Metadata/LifeCycle/ModificationHistory/Modified/DateTime	000534	
Description		O	string	Human readable description of the data modifications.	/Activitys/Activity/SIF_Metadata/LifeCycle/ModificationHistory/Modified/Description		
Type	*	M	normalizedString	" This element is designed to contain the time period attached to an object. Very long periods (school year, quarter, etc.) and very small periods (second, millisecond, etc.) can be defined. This element provides a scoping description of the time metadata enclosed. "	/Activitys/Activity/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Type		
Code	*	M	token	" This element provides a place for the application to send structured data (code values, unique identifier, timestamps). This code value can, depending upon the use case agreement between agents, be used to qualify the data in the "	/Activitys/Activity/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Code		
Name	*	M	normalizedString	 Contains a human-readable description of the value in 	/Activitys/Activity/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Name		
Value	*	M	normalizedString	Contains the human-readable value.	/Activitys/Activity/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Value		
StartDateTime		O	dateTime		/Activitys/Activity/SIF_Metadata/LifeCycle/TimeElements/TimeElement/StartDateTime		
EndDateTime		O	dateTime		/Activitys/Activity/SIF_Metadata/LifeCycle/TimeElements/TimeElement/EndDateTime		
Type	*	M	normalizedString		/Activitys/Activity/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Type		
Code	*	M	token		/Activitys/Activity/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Code		
Name	*	M	normalizedString		/Activitys/Activity/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Name		
Value	*	M	normalizedString		/Activitys/Activity/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Value		
StartDateTime		O	dateTime		/Activitys/Activity/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/StartDateTime		
EndDateTime		O	dateTime		/Activitys/Activity/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/EndDateTime		
IsCurrent	*	M	boolean	 This element allows for the system to tag an object as being explicitly current. Although the baseline assumption in SIF is that objects are always current (default value is typically 	/Activitys/Activity/SIF_Metadata/LifeCycle/TimeElements/TimeElement/IsCurrent		
Cost		O	boolean		/Activitys/Activity/SIF_Metadata/RightsElements/RightsElement/Cost	000505	
UseType	*	M	string	" A description of the fee structure for this resource. Some resources may be licensed differently depending upon their context. For example, a content provider might charge one fee structure for resources used in the classroom and a separate fee for those resources available to parents from home. "	/Activitys/Activity/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/UseType		
MeteringType	*	M	token		/Activitys/Activity/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/MeteringType		
MeteringURL		O	anyURI		/Activitys/Activity/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/MeteringURL		
@Currency		O	token	"Currency code.  Where omitted, defaults to implementation-defined local currency, typically "	/Activitys/Activity/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge/@Currency		
@CurrencyCodeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/Activitys/Activity/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge/@CurrencyCodeset		
PerUseCharge		O	MonetaryAmountType		/Activitys/Activity/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge		
CopyrightStatement		O	string		/Activitys/Activity/SIF_Metadata/RightsElements/RightsElement/CopyrightStatement		
TermsOfUse		O	string		/Activitys/Activity/SIF_Metadata/RightsElements/RightsElement/TermsOfUse		
MediaType	*	MR	token		/Activitys/Activity/SIF_Metadata/EducationFilter/MediaTypes/MediaType		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/Activitys/Activity/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/Code/@Codeset		
Code	*	M	string	Code representing the grade level.	/Activitys/Activity/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/Code	000100	"IT, PR, PK, TK, KG, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, PS, UG, AE, Other"
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/Activitys/Activity/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
